batch,action_idx,action,Q,W
91200,10,"('hunt', 0, 1)",-9.354084014892578,-30.36798667907715
91200,11,"('hunt', 0, 2)",-9.565937995910645,-31.803977966308594
91200,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
91200,13,"('hunt', 1, 1)",-6.112738609313965,-16.036624908447266
91200,14,"('hunt', 1, 2)",-6.213901042938232,-16.608936309814453
91200,15,"('hunt', 2, 0)",-10.097289085388184,-39.29328918457031
91200,16,"('hunt', 2, 1)",-7.396052837371826,-25.413257598876953
91200,17,"('hunt', 2, 2)",-4.785982131958008,-9.196308135986328
91200,18,"('expedition', 0, 0)",,
91400,0,"('wait', 0, 0)",-13.578534126281738,-48.280357360839844
91400,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
91400,2,"('wait', 0, 2)",-9.664339065551758,-32.521148681640625
91400,3,"('wait', 1, 0)",-10.6825532913208,-37.687095642089844
91400,4,"('wait', 1, 1)",-6.351217269897461,-17.77065658569336
91400,5,"('wait', 1, 2)",-6.719395160675049,-19.339679718017578
91400,6,"('wait', 2, 0)",-10.565417289733887,-41.23640441894531
91400,7,"('wait', 2, 1)",-7.331173419952393,-26.503145217895508
91400,8,"('wait', 2, 2)",-5.29580020904541,-11.607644081115723
91400,9,"('hunt', 0, 0)",-14.14425277709961,-49.297813415527344
91400,10,"('hunt', 0, 1)",-9.358904838562012,-30.36328887939453
91400,11,"('hunt', 0, 2)",-9.579774856567383,-31.85118865966797
91400,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
91400,13,"('hunt', 1, 1)",-6.113518238067627,-16.046506881713867
91400,14,"('hunt', 1, 2)",-6.213901042938232,-16.608936309814453
91400,15,"('hunt', 2, 0)",-10.097289085388184,-39.29328918457031
91400,16,"('hunt', 2, 1)",-7.397998332977295,-25.427814483642578
91400,17,"('hunt', 2, 2)",-4.808403015136719,-9.40768051147461
91400,18,"('expedition', 0, 0)",,
91600,0,"('wait', 0, 0)",-13.629712104797363,-48.39206314086914
91600,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
91600,2,"('wait', 0, 2)",-9.664339065551758,-32.521148681640625
91600,3,"('wait', 1, 0)",-10.6825532913208,-37.687095642089844
91600,4,"('wait', 1, 1)",-6.351217269897461,-17.77065658569336
91600,5,"('wait', 1, 2)",-6.719395160675049,-19.339679718017578
91600,6,"('wait', 2, 0)",-10.5731201171875,-41.245426177978516
91600,7,"('wait', 2, 1)",-7.333315372467041,-26.50522232055664
91600,8,"('wait', 2, 2)",-5.29580020904541,-11.607644081115723
91600,9,"('hunt', 0, 0)",-14.159892082214355,-49.333560943603516
91600,10,"('hunt', 0, 1)",-9.361311912536621,-30.370447158813477
91600,11,"('hunt', 0, 2)",-9.576674461364746,-31.792695999145508
91600,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
91600,13,"('hunt', 1, 1)",-6.113518238067627,-16.046506881713867
91600,14,"('hunt', 1, 2)",-6.213901042938232,-16.608936309814453
91600,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
91600,16,"('hunt', 2, 1)",-7.3962297439575195,-25.360774993896484
91600,17,"('hunt', 2, 2)",-4.825518608093262,-9.350172996520996
91600,18,"('expedition', 0, 0)",,
91800,0,"('wait', 0, 0)",-13.634038925170898,-48.39461898803711
91800,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
91800,2,"('wait', 0, 2)",-9.66696548461914,-32.51914978027344
91800,3,"('wait', 1, 0)",-10.6825532913208,-37.687095642089844
91800,4,"('wait', 1, 1)",-6.351217269897461,-17.77065658569336
91800,5,"('wait', 1, 2)",-6.719395160675049,-19.339679718017578
91800,6,"('wait', 2, 0)",-10.5731201171875,-41.245426177978516
91800,7,"('wait', 2, 1)",-7.335450172424316,-26.507274627685547
91800,8,"('wait', 2, 2)",-5.29580020904541,-11.607644081115723
91800,9,"('hunt', 0, 0)",-14.159892082214355,-49.333560943603516
91800,10,"('hunt', 0, 1)",-9.3637113571167,-30.377321243286133
91800,11,"('hunt', 0, 2)",-9.576674461364746,-31.792695999145508
91800,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
91800,13,"('hunt', 1, 1)",-6.114291667938232,-16.0360107421875
91800,14,"('hunt', 1, 2)",-6.214679718017578,-16.5986270904541
91800,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
91800,16,"('hunt', 2, 1)",-7.398150444030762,-25.34889030456543
91800,17,"('hunt', 2, 2)",-4.7981085777282715,-9.155405044555664
91800,18,"('expedition', 0, 0)",,
92000,0,"('wait', 0, 0)",-13.649589538574219,-48.430816650390625
92000,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
92000,2,"('wait', 0, 2)",-9.66696548461914,-32.51914978027344
92000,3,"('wait', 1, 0)",-10.680188179016113,-37.625022888183594
92000,4,"('wait', 1, 1)",-6.35221529006958,-17.770736694335938
92000,5,"('wait', 1, 2)",-6.719395160675049,-19.339679718017578
92000,6,"('wait', 2, 0)",-10.5731201171875,-41.245426177978516
92000,7,"('wait', 2, 1)",-7.335450172424316,-26.507274627685547
92000,8,"('wait', 2, 2)",-5.29580020904541,-11.607644081115723
92000,9,"('hunt', 0, 0)",-14.168550491333008,-49.320735931396484
92000,10,"('hunt', 0, 1)",-9.3637113571167,-30.377321243286133
92000,11,"('hunt', 0, 2)",-9.576674461364746,-31.792695999145508
92000,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
92000,13,"('hunt', 1, 1)",-6.114291667938232,-16.0360107421875
92000,14,"('hunt', 1, 2)",-6.214679718017578,-16.5986270904541
92000,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
92000,16,"('hunt', 2, 1)",-7.398150444030762,-25.34889030456543
92000,17,"('hunt', 2, 2)",-4.763956069946289,-8.73159122467041
92000,18,"('expedition', 0, 0)",,
92200,0,"('wait', 0, 0)",-13.649589538574219,-48.430816650390625
92200,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
92200,2,"('wait', 0, 2)",-9.66696548461914,-32.51914978027344
92200,3,"('wait', 1, 0)",-10.683424949645996,-37.625919342041016
92200,4,"('wait', 1, 1)",-6.348600387573242,-17.72222137451172
92200,5,"('wait', 1, 2)",-6.719395160675049,-19.339679718017578
92200,6,"('wait', 2, 0)",-10.580771446228027,-41.25541687011719
92200,7,"('wait', 2, 1)",-7.3375749588012695,-26.50973892211914
92200,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
92200,9,"('hunt', 0, 0)",-14.168550491333008,-49.320735931396484
92200,10,"('hunt', 0, 1)",-9.36610221862793,-30.384326934814453
92200,11,"('hunt', 0, 2)",-9.576674461364746,-31.792695999145508
92200,12,"('hunt', 1, 0)",-10.269042015075684,-35.67304611206055
92200,13,"('hunt', 1, 1)",-6.114291667938232,-16.0360107421875
92200,14,"('hunt', 1, 2)",-6.226667404174805,-16.655315399169922
92200,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
92200,16,"('hunt', 2, 1)",-7.398150444030762,-25.34889030456543
92200,17,"('hunt', 2, 2)",-4.801021099090576,-8.903045654296875
92200,18,"('expedition', 0, 0)",,
92400,0,"('wait', 0, 0)",-13.653895378112793,-48.43393325805664
92400,1,"('wait', 0, 1)",-9.951700210571289,-33.3723258972168
92400,2,"('wait', 0, 2)",-9.68074893951416,-32.56536865234375
92400,3,"('wait', 1, 0)",-10.686657905578613,-37.62681579589844
92400,4,"('wait', 1, 1)",-6.350571632385254,-17.72256088256836
92400,5,"('wait', 1, 2)",-6.720487594604492,-19.33880615234375
92400,6,"('wait', 2, 0)",-10.59959602355957,-41.30097961425781
92400,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
92400,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
92400,9,"('hunt', 0, 0)",-14.168550491333008,-49.320735931396484
92400,10,"('hunt', 0, 1)",-9.36610221862793,-30.384326934814453
92400,11,"('hunt', 0, 2)",-9.579181671142578,-31.782115936279297
92400,12,"('hunt', 1, 0)",-10.283254623413086,-35.71744155883789
92400,13,"('hunt', 1, 1)",-6.115058898925781,-16.025421142578125
92400,14,"('hunt', 1, 2)",-6.226667404174805,-16.655315399169922
92400,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
92400,16,"('hunt', 2, 1)",-7.401974678039551,-25.377721786499023
92400,17,"('hunt', 2, 2)",-4.768935203552246,-9.02530574798584
92400,18,"('expedition', 0, 0)",,
92600,0,"('wait', 0, 0)",-13.658187866210938,-48.43675231933594
92600,1,"('wait', 0, 1)",-9.965582847595215,-33.41822052001953
92600,2,"('wait', 0, 2)",-9.68074893951416,-32.56536865234375
92600,3,"('wait', 1, 0)",-10.686657905578613,-37.62681579589844
92600,4,"('wait', 1, 1)",-6.351556301116943,-17.722789764404297
92600,5,"('wait', 1, 2)",-6.7215776443481445,-19.33772087097168
92600,6,"('wait', 2, 0)",-10.614572525024414,-41.34102249145508
92600,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
92600,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
92600,9,"('hunt', 0, 0)",-14.188285827636719,-49.3498649597168
92600,10,"('hunt', 0, 1)",-9.36610221862793,-30.384326934814453
92600,11,"('hunt', 0, 2)",-9.592829704284668,-31.828723907470703
92600,12,"('hunt', 1, 0)",-10.297440528869629,-35.76171112060547
92600,13,"('hunt', 1, 1)",-6.117347717285156,-16.01525115966797
92600,14,"('hunt', 1, 2)",-6.227443695068359,-16.64496612548828
92600,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
92600,16,"('hunt', 2, 1)",-7.40388298034668,-25.366220474243164
92600,17,"('hunt', 2, 2)",-4.7504496574401855,-8.909130096435547
92600,18,"('expedition', 0, 0)",,
92800,0,"('wait', 0, 0)",-13.658187866210938,-48.43675231933594
92800,1,"('wait', 0, 1)",-9.968300819396973,-33.41544723510742
92800,2,"('wait', 0, 2)",-9.683351516723633,-32.56350326538086
92800,3,"('wait', 1, 0)",-10.701009750366211,-37.66963195800781
92800,4,"('wait', 1, 1)",-6.352537631988525,-17.723018646240234
92800,5,"('wait', 1, 2)",-6.733795166015625,-19.392099380493164
92800,6,"('wait', 2, 0)",-10.614572525024414,-41.34102249145508
92800,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
92800,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
92800,9,"('hunt', 0, 0)",-14.188285827636719,-49.3498649597168
92800,10,"('hunt', 0, 1)",-9.36610221862793,-30.384326934814453
92800,11,"('hunt', 0, 2)",-9.595328330993652,-31.818315505981445
92800,12,"('hunt', 1, 0)",-10.297440528869629,-35.76171112060547
92800,13,"('hunt', 1, 1)",-6.118107318878174,-16.00475311279297
92800,14,"('hunt', 1, 2)",-6.223410129547119,-16.586856842041016
92800,15,"('hunt', 2, 0)",-10.10094165802002,-39.28556442260742
92800,16,"('hunt', 2, 1)",-7.407686233520508,-25.369218826293945
92800,17,"('hunt', 2, 2)",-4.767918586730957,-9.198866844177246
92800,18,"('expedition', 0, 0)",,
93000,0,"('wait', 0, 0)",-13.658187866210938,-48.43675231933594
93000,1,"('wait', 0, 1)",-9.9710111618042,-33.41243362426758
93000,2,"('wait', 0, 2)",-9.685945510864258,-32.561466217041016
93000,3,"('wait', 1, 0)",-10.701009750366211,-37.66963195800781
93000,4,"('wait', 1, 1)",-6.353517532348633,-17.7232608795166
93000,5,"('wait', 1, 2)",-6.733795166015625,-19.392099380493164
93000,6,"('wait', 2, 0)",-10.618369102478027,-41.34595489501953
93000,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
93000,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
93000,9,"('hunt', 0, 0)",-14.212225914001465,-49.3720703125
93000,10,"('hunt', 0, 1)",-9.368476867675781,-30.391328811645508
93000,11,"('hunt', 0, 2)",-9.595328330993652,-31.818315505981445
93000,12,"('hunt', 1, 0)",-10.294888496398926,-35.7016716003418
93000,13,"('hunt', 1, 1)",-6.118867874145508,-16.015348434448242
93000,14,"('hunt', 1, 2)",-6.223410129547119,-16.586856842041016
93000,15,"('hunt', 2, 0)",-10.12285041809082,-39.335731506347656
93000,16,"('hunt', 2, 1)",-7.411477565765381,-25.347023010253906
93000,17,"('hunt', 2, 2)",-4.761777400970459,-9.349861145019531
93000,18,"('expedition', 0, 0)",,
93200,0,"('wait', 0, 0)",-13.673538208007812,-48.47245407104492
93200,1,"('wait', 0, 1)",-9.973712921142578,-33.409603118896484
93200,2,"('wait', 0, 2)",-9.691119194030762,-32.557254791259766
93200,3,"('wait', 1, 0)",-10.707423210144043,-37.6710090637207
93200,4,"('wait', 1, 1)",-6.353517532348633,-17.7232608795166
93200,5,"('wait', 1, 2)",-6.747077465057373,-19.44512367248535
93200,6,"('wait', 2, 0)",-10.625955581665039,-41.35547637939453
93200,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
93200,8,"('wait', 2, 2)",-5.290252208709717,-11.561963081359863
93200,9,"('hunt', 0, 0)",-14.227581024169922,-49.40713119506836
93200,10,"('hunt', 0, 1)",-9.368476867675781,-30.391328811645508
93200,11,"('hunt', 0, 2)",-9.595328330993652,-31.818315505981445
93200,12,"('hunt', 1, 0)",-10.294888496398926,-35.7016716003418
93200,13,"('hunt', 1, 1)",-6.11962366104126,-16.004793167114258
93200,14,"('hunt', 1, 2)",-6.223410129547119,-16.586856842041016
93200,15,"('hunt', 2, 0)",-10.12285041809082,-39.335731506347656
93200,16,"('hunt', 2, 1)",-7.413365364074707,-25.335798263549805
93200,17,"('hunt', 2, 2)",-4.699860095977783,-9.006811141967773
93200,18,"('expedition', 0, 0)",,
93400,0,"('wait', 0, 0)",-13.677802085876465,-48.47490692138672
93400,1,"('wait', 0, 1)",-9.976408004760742,-33.40694046020508
93400,2,"('wait', 0, 2)",-9.691119194030762,-32.557254791259766
93400,3,"('wait', 1, 0)",-10.707423210144043,-37.6710090637207
93400,4,"('wait', 1, 1)",-6.353517532348633,-17.7232608795166
93400,5,"('wait', 1, 2)",-6.7481689453125,-19.444042205810547
93400,6,"('wait', 2, 0)",-10.625955581665039,-41.35547637939453
93400,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
93400,8,"('wait', 2, 2)",-5.3013787269592285,-11.62060546875
93400,9,"('hunt', 0, 0)",-14.227581024169922,-49.40713119506836
93400,10,"('hunt', 0, 1)",-9.368476867675781,-30.391328811645508
93400,11,"('hunt', 0, 2)",-9.597810745239258,-31.824766159057617
93400,12,"('hunt', 1, 0)",-10.294888496398926,-35.7016716003418
93400,13,"('hunt', 1, 1)",-6.120379447937012,-16.014673233032227
93400,14,"('hunt', 1, 2)",-6.226454257965088,-16.586549758911133
93400,15,"('hunt', 2, 0)",-10.130011558532715,-39.32162094116211
93400,16,"('hunt', 2, 1)",-7.413365364074707,-25.335798263549805
93400,17,"('hunt', 2, 2)",-4.722440242767334,-9.202596664428711
93400,18,"('expedition', 0, 0)",,
93600,0,"('wait', 0, 0)",-13.693095207214355,-48.51044845581055
93600,1,"('wait', 0, 1)",-9.976408004760742,-33.40694046020508
93600,2,"('wait', 0, 2)",-9.693694114685059,-32.55524826049805
93600,3,"('wait', 1, 0)",-10.707423210144043,-37.6710090637207
93600,4,"('wait', 1, 1)",-6.353517532348633,-17.7232608795166
93600,5,"('wait', 1, 2)",-6.749256610870361,-19.442859649658203
93600,6,"('wait', 2, 0)",-10.629731178283691,-41.360687255859375
93600,7,"('wait', 2, 1)",-7.341818332672119,-26.51470184326172
93600,8,"('wait', 2, 2)",-5.3013787269592285,-11.62060546875
93600,9,"('hunt', 0, 0)",-14.227581024169922,-49.40713119506836
93600,10,"('hunt', 0, 1)",-9.368476867675781,-30.391328811645508
93600,11,"('hunt', 0, 2)",-9.597810745239258,-31.824766159057617
93600,12,"('hunt', 1, 0)",-10.294888496398926,-35.7016716003418
93600,13,"('hunt', 1, 1)",-6.120379447937012,-16.014673233032227
93600,14,"('hunt', 1, 2)",-6.2272138595581055,-16.59590721130371
93600,15,"('hunt', 2, 0)",-10.133588790893555,-39.338050842285156
93600,16,"('hunt', 2, 1)",-7.413365364074707,-25.335798263549805
93600,17,"('hunt', 2, 2)",-4.724172592163086,-9.181526184082031
93600,18,"('expedition', 0, 0)",,
93800,0,"('wait', 0, 0)",-13.693095207214355,-48.51044845581055
93800,1,"('wait', 0, 1)",-9.976408004760742,-33.40694046020508
93800,2,"('wait', 0, 2)",-9.693316459655762,-32.4954833984375
93800,3,"('wait', 1, 0)",-10.713796615600586,-37.67223358154297
93800,4,"('wait', 1, 1)",-6.348971366882324,-17.675321578979492
93800,5,"('wait', 1, 2)",-6.750341892242432,-19.441692352294922
93800,6,"('wait', 2, 0)",-10.633501052856445,-41.365638732910156
93800,7,"('wait', 2, 1)",-7.343908786773682,-26.517047882080078
93800,8,"('wait', 2, 2)",-5.3013787269592285,-11.62060546875
93800,9,"('hunt', 0, 0)",-14.227581024169922,-49.40713119506836
93800,10,"('hunt', 0, 1)",-9.368476867675781,-30.391328811645508
93800,11,"('hunt', 0, 2)",-9.602749824523926,-31.804697036743164
93800,12,"('hunt', 1, 0)",-10.297859191894531,-35.69028854370117
93800,13,"('hunt', 1, 1)",-6.120379447937012,-16.014673233032227
93800,14,"('hunt', 1, 2)",-6.2272138595581055,-16.59590721130371
93800,15,"('hunt', 2, 0)",-10.133588790893555,-39.338050842285156
93800,16,"('hunt', 2, 1)",-7.415243625640869,-25.350126266479492
93800,17,"('hunt', 2, 2)",-4.731161594390869,-9.19698429107666
93800,18,"('expedition', 0, 0)",,
94000,0,"('wait', 0, 0)",-13.693095207214355,-48.51044845581055
94000,1,"('wait', 0, 1)",-9.976408004760742,-33.40694046020508
94000,2,"('wait', 0, 2)",-9.706865310668945,-32.54096603393555
94000,3,"('wait', 1, 0)",-10.727983474731445,-37.71452713012695
94000,4,"('wait', 1, 1)",-6.348971366882324,-17.675321578979492
94000,5,"('wait', 1, 2)",-6.750341892242432,-19.441692352294922
94000,6,"('wait', 2, 0)",-10.648262977600098,-41.405059814453125
94000,7,"('wait', 2, 1)",-7.34807825088501,-26.521442413330078
94000,8,"('wait', 2, 2)",-5.301441669464111,-11.620640754699707
94000,9,"('hunt', 0, 0)",-14.242809295654297,-49.44187545776367
94000,10,"('hunt', 0, 1)",-9.37082290649414,-30.3804988861084
94000,11,"('hunt', 0, 2)",-9.61315631866455,-31.79361915588379
94000,12,"('hunt', 1, 0)",-10.30378532409668,-35.667659759521484
94000,13,"('hunt', 1, 1)",-6.120379447937012,-16.014673233032227
94000,14,"('hunt', 1, 2)",-6.2272138595581055,-16.59590721130371
94000,15,"('hunt', 2, 0)",-10.137151718139648,-39.33098220825195
94000,16,"('hunt', 2, 1)",-7.417114734649658,-25.338773727416992
94000,17,"('hunt', 2, 2)",-4.721893787384033,-8.978890419006348
94000,18,"('expedition', 0, 0)",,
94200,0,"('wait', 0, 0)",-13.708304405212402,-48.5457649230957
94200,1,"('wait', 0, 1)",-9.976408004760742,-33.40694046020508
94200,2,"('wait', 0, 2)",-9.706865310668945,-32.54096603393555
94200,3,"('wait', 1, 0)",-10.731159210205078,-37.715152740478516
94200,4,"('wait', 1, 1)",-6.348971366882324,-17.675321578979492
94200,5,"('wait', 1, 2)",-6.751422882080078,-19.44023895263672
94200,6,"('wait', 2, 0)",-10.652016639709473,-41.409629821777344
94200,7,"('wait', 2, 1)",-7.352244853973389,-26.5258731842041
94200,8,"('wait', 2, 2)",-5.301504611968994,-11.620499610900879
94200,9,"('hunt', 0, 0)",-14.258005142211914,-49.47651672363281
94200,10,"('hunt', 0, 1)",-9.37082290649414,-30.3804988861084
94200,11,"('hunt', 0, 2)",-9.61315631866455,-31.79361915588379
94200,12,"('hunt', 1, 0)",-10.306743621826172,-35.677001953125
94200,13,"('hunt', 1, 1)",-6.120379447937012,-16.014673233032227
94200,14,"('hunt', 1, 2)",-6.228729248046875,-16.615413665771484
94200,15,"('hunt', 2, 0)",-10.155241012573242,-39.3883056640625
94200,16,"('hunt', 2, 1)",-7.4355549812316895,-25.379676818847656
94200,17,"('hunt', 2, 2)",-4.712924480438232,-8.95538330078125
94200,18,"('expedition', 0, 0)",,
94400,0,"('wait', 0, 0)",-13.708304405212402,-48.5457649230957
94400,1,"('wait', 0, 1)",-9.97907543182373,-33.40436935424805
94400,2,"('wait', 0, 2)",-9.709409713745117,-32.53929901123047
94400,3,"('wait', 1, 0)",-10.745266914367676,-37.75717544555664
94400,4,"('wait', 1, 1)",-6.349929332733154,-17.675216674804688
94400,5,"('wait', 1, 2)",-6.75357723236084,-19.438278198242188
94400,6,"('wait', 2, 0)",-10.652016639709473,-41.409629821777344
94400,7,"('wait', 2, 1)",-7.352244853973389,-26.5258731842041
94400,8,"('wait', 2, 2)",-5.3125224113464355,-11.678495407104492
94400,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
94400,10,"('hunt', 0, 1)",-9.37549114227295,-30.35881805419922
94400,11,"('hunt', 0, 2)",-9.629019737243652,-31.845911026000977
94400,12,"('hunt', 1, 0)",-10.306743621826172,-35.677001953125
94400,13,"('hunt', 1, 1)",-6.121880054473877,-16.0339412689209
94400,14,"('hunt', 1, 2)",-6.225502014160156,-16.568593978881836
94400,15,"('hunt', 2, 0)",-10.169733047485352,-39.428871154785156
94400,16,"('hunt', 2, 1)",-7.437424182891846,-25.394052505493164
94400,17,"('hunt', 2, 2)",-4.744305610656738,-9.230334281921387
94400,18,"('expedition', 0, 0)",,
94600,0,"('wait', 0, 0)",-13.708304405212402,-48.5457649230957
94600,1,"('wait', 0, 1)",-9.97907543182373,-33.40436935424805
94600,2,"('wait', 0, 2)",-9.709409713745117,-32.53929901123047
94600,3,"('wait', 1, 0)",-10.748430252075195,-37.75812530517578
94600,4,"('wait', 1, 1)",-6.351841926574707,-17.674898147583008
94600,5,"('wait', 1, 2)",-6.7546515464782715,-19.4373779296875
94600,6,"('wait', 2, 0)",-10.652016639709473,-41.409629821777344
94600,7,"('wait', 2, 1)",-7.352244853973389,-26.5258731842041
94600,8,"('wait', 2, 2)",-5.307117938995361,-11.633890151977539
94600,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
94600,10,"('hunt', 0, 1)",-9.388752937316895,-30.40583038330078
94600,11,"('hunt', 0, 2)",-9.628434181213379,-31.779024124145508
94600,12,"('hunt', 1, 0)",-10.309685707092285,-35.66597366333008
94600,13,"('hunt', 1, 1)",-6.122630596160889,-16.043472290039062
94600,14,"('hunt', 1, 2)",-6.225502014160156,-16.568593978881836
94600,15,"('hunt', 2, 0)",-10.169733047485352,-39.428871154785156
94600,16,"('hunt', 2, 1)",-7.437424182891846,-25.394052505493164
94600,17,"('hunt', 2, 2)",-4.724160671234131,-9.043798446655273
94600,18,"('expedition', 0, 0)",,
94800,0,"('wait', 0, 0)",-13.708304405212402,-48.5457649230957
94800,1,"('wait', 0, 1)",-9.97907543182373,-33.40436935424805
94800,2,"('wait', 0, 2)",-9.714476585388184,-32.536041259765625
94800,3,"('wait', 1, 0)",-10.754743576049805,-37.75980758666992
94800,4,"('wait', 1, 1)",-6.352795124053955,-17.67464256286621
94800,5,"('wait', 1, 2)",-6.755722522735596,-19.436281204223633
94800,6,"('wait', 2, 0)",-10.659480094909668,-41.4191780090332
94800,7,"('wait', 2, 1)",-7.352244853973389,-26.5258731842041
94800,8,"('wait', 2, 2)",-5.307180881500244,-11.633477210998535
94800,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
94800,10,"('hunt', 0, 1)",-9.404306411743164,-30.44156265258789
94800,11,"('hunt', 0, 2)",-9.628434181213379,-31.779024124145508
94800,12,"('hunt', 1, 0)",-10.326465606689453,-35.71881103515625
94800,13,"('hunt', 1, 1)",-6.123380661010742,-16.05280113220215
94800,14,"('hunt', 1, 2)",-6.22774600982666,-16.578815460205078
94800,15,"('hunt', 2, 0)",-10.16780948638916,-39.36709213256836
94800,16,"('hunt', 2, 1)",-7.437424182891846,-25.394052505493164
94800,17,"('hunt', 2, 2)",-4.703845977783203,-8.896580696105957
94800,18,"('expedition', 0, 0)",,
95000,0,"('wait', 0, 0)",-13.712496757507324,-48.54846954345703
95000,1,"('wait', 0, 1)",-9.97907543182373,-33.40436935424805
95000,2,"('wait', 0, 2)",-9.716605186462402,-32.47589111328125
95000,3,"('wait', 1, 0)",-10.754743576049805,-37.75980758666992
95000,4,"('wait', 1, 1)",-6.352795124053955,-17.67464256286621
95000,5,"('wait', 1, 2)",-6.755722522735596,-19.436281204223633
95000,6,"('wait', 2, 0)",-10.659480094909668,-41.4191780090332
95000,7,"('wait', 2, 1)",-7.365194320678711,-26.574169158935547
95000,8,"('wait', 2, 2)",-5.307180881500244,-11.633477210998535
95000,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
95000,10,"('hunt', 0, 1)",-9.408950805664062,-30.43732452392578
95000,11,"('hunt', 0, 2)",-9.641761779785156,-31.824586868286133
95000,12,"('hunt', 1, 0)",-10.326465606689453,-35.71881103515625
95000,13,"('hunt', 1, 1)",-6.1419596672058105,-16.118146896362305
95000,14,"('hunt', 1, 2)",-6.223790645599365,-16.52249526977539
95000,15,"('hunt', 2, 0)",-10.16780948638916,-39.36709213256836
95000,16,"('hunt', 2, 1)",-7.437424182891846,-25.394052505493164
95000,17,"('hunt', 2, 2)",-4.612995624542236,-8.571479797363281
95000,18,"('expedition', 0, 0)",,
95200,0,"('wait', 0, 0)",-13.716679573059082,-48.5511474609375
95200,1,"('wait', 0, 1)",-9.987004280090332,-33.397647857666016
95200,2,"('wait', 0, 2)",-9.716605186462402,-32.47589111328125
95200,3,"('wait', 1, 0)",-10.754743576049805,-37.75980758666992
95200,4,"('wait', 1, 1)",-6.352795124053955,-17.67464256286621
95200,5,"('wait', 1, 2)",-6.756788730621338,-19.435588836669922
95200,6,"('wait', 2, 0)",-10.659480094909668,-41.4191780090332
95200,7,"('wait', 2, 1)",-7.365194320678711,-26.574169158935547
95200,8,"('wait', 2, 2)",-5.318104267120361,-11.690964698791504
95200,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
95200,10,"('hunt', 0, 1)",-9.422128677368164,-30.483970642089844
95200,11,"('hunt', 0, 2)",-9.641761779785156,-31.824586868286133
95200,12,"('hunt', 1, 0)",-10.326465606689453,-35.71881103515625
95200,13,"('hunt', 1, 1)",-6.1419596672058105,-16.118146896362305
95200,14,"('hunt', 1, 2)",-6.223790645599365,-16.52249526977539
95200,15,"('hunt', 2, 0)",-10.165884971618652,-39.30561828613281
95200,16,"('hunt', 2, 1)",-7.437424182891846,-25.394052505493164
95200,17,"('hunt', 2, 2)",-4.594203948974609,-8.441518783569336
95200,18,"('expedition', 0, 0)",,
95400,0,"('wait', 0, 0)",-13.716679573059082,-48.5511474609375
95400,1,"('wait', 0, 1)",-9.987004280090332,-33.397647857666016
95400,2,"('wait', 0, 2)",-9.72161865234375,-32.47293472290039
95400,3,"('wait', 1, 0)",-10.76872444152832,-37.80141830444336
95400,4,"('wait', 1, 1)",-6.3546905517578125,-17.674354553222656
95400,5,"('wait', 1, 2)",-6.757852554321289,-19.43452262878418
95400,6,"('wait', 2, 0)",-10.67402458190918,-41.457977294921875
95400,7,"('wait', 2, 1)",-7.365194320678711,-26.574169158935547
95400,8,"('wait', 2, 2)",-5.318173408508301,-11.690279960632324
95400,9,"('hunt', 0, 0)",-14.273189544677734,-49.511104583740234
95400,10,"('hunt', 0, 1)",-9.422128677368164,-30.483970642089844
95400,11,"('hunt', 0, 2)",-9.641761779785156,-31.824586868286133
95400,12,"('hunt', 1, 0)",-10.340222358703613,-35.76177978515625
